Batch,ResponseId,con.reveal,con.precise,con.sequence,total_bonus,total_pay,difficulty,strategy,strategy_9_TEXT,adviceNoticed,adviceFeeling,rationaleFeeling,adviceIncorporate,adviceThoughts,bestTip,driversLicense,cars,similarGames,freqDrive,attention,nav,navDeviation,gender,gender_3_TEXT,age,degree,employment,location,otherComments,advicePrecision,adviceSummary
5,R_6dp4GX0mrfBVpik,0,3,1,0.6,4.6,Slightly difficult,Carefully considered the travel time and traffic for the next stops and thought about how to minimize the time taken without running out of charge,"",No,Moderately positive,"",Always followed the AI advice closely,I chose to follow the advice because It is essential to manage my charge carefully during my journey.,N/a,"No, but used to have one",No,Never,Never,Once in a while,About half the time,Rarely,Male,"",25-34,Master's,Employed part time,Ashburn/ Virginia,The study was very engaging. Though It was somewhat challenging for me during the drive. I enjoyed it.,Type B would be moderately better,"I was adviced to charge to make stops along the way to prevent stops in the middle of the road, which will cost me an extra 300 minutes. It’s essential to manage my charge carefully during my journey."
5,R_62fYWOHAdy3FJ57,1,1,1,1.1,5.1,Neither easy nor difficult,"Carefully considered the travel time and traffic for the next stops and thought about how to minimize the time taken without running out of charge,Minimized the number of times I recharged by combining the travel time and traffic of multiple road segments,Tried to charge just enough for the next stop to aim for faster charging","",Yes,Moderately positive,Moderately positive,Always followed the AI advice closely,The advice was always correct.,The exact charge to be done.,Yes,Only non-electric or hybrid car(s),Never,Daily,Once in a while,About half the time,Rarely,Female,"",45-54,Master's,Employed part time,Georgia,"",Type A would be much better,An algorithm helped give me advice about my stops.
5,R_7Q6E6QHQMnv5g5P,1,3,2,1.5,5.5,Moderately easy,"Carefully considered the travel time and traffic for the next stops and thought about how to minimize the time taken without running out of charge,Minimized the number of times I recharged by combining the travel time and traffic of multiple road segments","",Yes,Extremely positive,Extremely positive,Generally followed the advice but deviated sometimes when I thought I had a better strategy,"Since it was what I was pretty much going to do on my own, I just shaved 2 to 3 minutes of the suggestion and it worked well for the AI rounds.","Maybe show the maximum distance you can travel on a 100% charge and the expected rate of battery depletion based on traffic.  Like stuck in traffic drains the battery at a set rate lowering the actual miles (km) you will travel on said 100% charge.  It would still have a variable range just as traffic will add 10 - 20 minutes, intead it depletes x% of battery per minute in traffic.",Yes,Only non-electric or hybrid car(s),Once a week,Daily,Once in a while,About half the time,Usually,Male,"",45-54,2 year degree,Employed full time,"Brookings, OR",I guess it's the gambler in me I try to supress but trying to get a minute or two shaved off is the same emotion.  Seeing ran out of battery was a literal groan and success made me want to hi 5 someone.  It was a fun survey.,Type A would be moderately better,It was explained that 50% or lower should stop each time as charging slows after 50%
5,R_6PprhfOtFzHi3eP,0,2,1,0.4,4.4,Neither easy nor difficult,"Minimized the number of times I recharged by combining the travel time and traffic of multiple road segments,Tried to charge just enough for the next stop to aim for faster charging","",Yes,Neither positive nor negative,"",Did not follow the advice at all or only rarely,I wanted to see how i would perform alone,Always have more battery person than the actual time travel,Yes,Both non-electric or hybrid and fully electric cars,Never,4-6 times a week,Once in a while,Usually,Rarely,Female,"",45-54,Master's,Employed full time,"Detroit, Michigan ","",Type A would be slightly better,Advice to help reduce my travel time
5,R_3QR8IH1toT0a6nN,1,3,2,1.6,5.6,Slightly difficult,Carefully considered the travel time and traffic for the next stops and thought about how to minimize the time taken without running out of charge,"",Yes,Moderately positive,Slightly positive,Always followed the AI advice closely,I choose to incorporate the advice in to my strategy because it helped me to save enough time,The advice was actually a good. Just calculate the distance plus the actual time to know how to and when not to recharge.,Yes,Only non-electric or hybrid car(s),Once in a while,4-6 times a week,Once in a while,Rarely,Rarely,Male,"",65 and over,4 year degree,Employed part time,Illinois/chicago,"",Type A would be much better,The advice was about when to recharge or not and the percent i'm to recharge
5,R_1VapOYEb5OQ6JR1,0,1,2,0.5,4.5,Moderately difficult,"Minimized the number of times I recharged by combining the travel time and traffic of multiple road segments,Tried to charge just enough for the next stop to aim for faster charging","",Yes,Extremely positive,"",Always followed the AI advice closely,Because from my calculations the advice was a genuine one,That they should stop for charge,Yes,Both non-electric or hybrid and fully electric cars,Never,2-3 times a week,Once in a while,Usually,Usually,Male,"",65 and over,Professional degree,Employed full time,Delaware,"",Type B would be moderately better,That I should reduce stop for charge and also move with out charge
5,R_33ggAQ4TXqljFdf,0,1,1,0,4,Extremely difficult,"Minimized the number of times I recharged by combining the travel time and traffic of multiple road segments,Charged more than necessary since it’s difficult to anticipate all the exits","",Yes,Neither positive nor negative,"",Generally followed the advice but deviated sometimes when I thought I had a better strategy,When I thought i knew a better strategy.,Crunch the numbers.,Yes,Only non-electric or hybrid car(s),Once in a while,4-6 times a week,Once in a while,Usually,Usually,Male,"",45-54,2 year degree,Employed full time,Woodlawn IL,"",Type A would be much better,I thought some of it could have been more optimal.
5,R_5dHime7PEB1aBvH,1,2,1,2.1,6.1,Slightly difficult,"Minimized the number of times I recharged by combining the travel time and traffic of multiple road segments,Tried to charge just enough for the next stop to aim for faster charging","",Yes,Extremely positive,Moderately positive,Always followed the AI advice closely,I didn't do well on the first rounds so thought I might as well try the AI advice. It worked so I continued to follow it.,"Fill up at the start. Then only fill up if you don't have enough charge to cover the worst case. If you need to charge, charge just enough to cover the worst case. In hindsight, it might be best to charge more than this though to minimize future charges.","No, but used to have one",No,Never,Never,Once in a while,Never,Never,Female,"",65 and over,4 year degree,Retired,"Canton, GA","",Type A would be moderately better,Charge extra at the start/first segment. Then don't charge for segments where there was enough charge even for the worst case. Charge just enough to cover worst case on segments where there was not enough charge.
5,R_7XnVztGnjmV66rf,1,2,1,1.4,5.4,Moderately difficult,Tried to charge just enough for the next stop to aim for faster charging,"",Yes,Extremely positive,Extremely positive,Always followed the AI advice closely,I the advice aligned with my perception of the charge I would need,"Don’t underestimate how much charge you think will get you through the route, always give yourself enough to finish, even if it takes a little longer",Yes,Only non-electric or hybrid car(s),Never,Daily,Once in a while,Rarely,About half the time,Female,"",35-44,Master's,Employed full time,"Yardley, Pennsylvania",This was fun! I had trouble reckoning with car charge times. I usually estimate my travel time by gallons of gas remaining,Type A would be moderately better,"The advice given suggested max charge at starting point, drive through next two stops, and recharge just enough to finish travel at stop 3/4"
5,R_1CqTHjAkCbqlPrz,1,1,2,2.8,6.8,Moderately difficult,Minimized the number of times I recharged by combining the travel time and traffic of multiple road segments,"",Yes,Extremely positive,Extremely positive,Always followed the AI advice closely,it helped travel faster,the game play is okay the only thing is if there can be more improvement on the graphical representation,Yes,Both non-electric or hybrid and fully electric cars,Never,Daily,Once in a while,Rarely,Rarely,Male,"",45-54,Master's,Employed full time,Jacksonville/Florida,"",Type A would be much better,it helped more in understanding the game
5,R_1fNK3KbVdMP8QQI,0,1,1,0,4,Moderately difficult,Charged more than necessary since it’s difficult to anticipate all the exits,"",Yes,Extremely positive,"",Always followed the AI advice closely,I did not notice the advice the 1st time but I did the second time and took the advice,take the advice!,Yes,Only non-electric or hybrid car(s),Never,Daily,Once in a while,About half the time,Rarely,Female,"",25-34,4 year degree,Employed full time,"Advance, North Carolina",interesting! wish I could have done better,Type A would be much better,"""""do not charge at this stop"""", """"charge just enough to make to the next exit"""""
5,R_1QGJGZD1EDVOxx9,0,1,2,0.1,4.1,Moderately difficult,"Minimized the number of times I recharged by combining the travel time and traffic of multiple road segments,Tried to charge just enough for the next stop to aim for faster charging,Charged more than necessary since it’s difficult to anticipate all the exits","",Yes,Slightly positive,"",Generally followed the advice but deviated sometimes when I thought I had a better strategy,When I devised my own pattern but failed,You should charge this percentage at this stop,Yes,Only fully electric car(s),2-3 times a week,Daily,Once in a while,Usually,Rarely,Female,"",45-54,4 year degree,Employed full time,Pennsylvania/West Grove,"",Type A would be much better,choose between the rounds of 30s to 40s
5,R_3P7CVMBkRpEYWum,1,3,1,3.5,7.5,Extremely easy,"Carefully considered the travel time and traffic for the next stops and thought about how to minimize the time taken without running out of charge,Minimized the number of times I recharged by combining the travel time and traffic of multiple road segments,Tried to charge just enough for the next stop to aim for faster charging","",Yes,Extremely positive,Extremely positive,Always followed the AI advice closely,"I saw that is was consistently reliable and it made sense, so I chose to follow the advice completely. ","If needing to charge and sum of multiple stops including current charge level is over 50, only charge the exact amount needed to cover the current stop. ",Yes,Only non-electric or hybrid car(s),Never,Daily,Once in a while,About half the time,About half the time,Female,"",25-34,Some college,Employed full time,"Altamonte Springs, Florida",I enjoyed this game!,Type A would be much better,"If the sum of the stops are 50 or less (minus the current charge remaining), charge up to the amount needed for the multiple stops. Otherwise, charge the exact amount needed for one stop to the next. This results in a lower overall trip time since it falls under fast charging, and avoids the 300 minute penalty since there will always be at least enough to make it through to the next stop. "
5,R_3QorcYFLJlrgWQ9,0,2,1,1.5,5.5,Moderately difficult,"Minimized the number of times I recharged by combining the travel time and traffic of multiple road segments,Tried to charge just enough for the next stop to aim for faster charging","",Yes,Extremely positive,"",Always followed the AI advice closely,it was simple to follow and gave a better understanding of the game,the advice can be more specific,Yes,Only fully electric car(s),Never,4-6 times a week,Once in a while,Rarely,Rarely,Female,"",35-44,Master's,Employed full time,Jacksonville/Florida,"",Type A would be much better,it gave advice on when to stop and charge and when not to
5,R_6nPxjotIDvw9hXm,1,1,1,3.4,7.4,Slightly difficult,"Carefully considered the travel time and traffic for the next stops and thought about how to minimize the time taken without running out of charge,Tried to charge just enough for the next stop to aim for faster charging","",Yes,Extremely positive,Moderately positive,Always followed the AI advice closely,"Following the advice actually allowed me to do better than my initial strategy of minimizing recharges. It worked repeatedly, hence I thought there was value in the rationale and decided to follow it.","""""If you charge extra at this stop enough to cover the travel through this segment and the next, you would save x amt more time than...""""",Yes,Only non-electric or hybrid car(s),Never,Once in a while,Once in a while,Always,Never,Female,"",25-34,4 year degree,Employed part time,"Redwood City, California",N/A,Type B would be moderately better,"The advice was basically reminding me that charging below 50 is more efficient. Hence if the time for 2 stops add up to less than 50, it makes more sense to charge enough for 2. Otherwise, should charge just enough for a single stop."
5,R_6zAwMkIol6Egpu3,1,2,2,0,4,Slightly difficult,Carefully considered the travel time and traffic for the next stops and thought about how to minimize the time taken without running out of charge,"",Yes,Slightly positive,Slightly positive,Did not follow the advice at all or only rarely,didnt trust advice,dont know,No and never had one,Only non-electric or hybrid car(s),Once in a while,Never,Once in a while,Rarely,Rarely,Female,"",35-44,High school graduate,Unemployed looking for work,las vegas  nevada,"",Both would be equally good,above 50% dont charge
5,R_7CIjQOCwFxCmXbH,1,2,1,0.3,4.3,Moderately difficult,"Carefully considered the travel time and traffic for the next stops and thought about how to minimize the time taken without running out of charge,Tried to charge just enough for the next stop to aim for faster charging","",Yes,Slightly positive,Slightly positive,Always followed the AI advice closely,I chose to incorporate the advice into my strategy because I realized it was good and it would help,I think it is advisable to follow close on the advice and also minimize the number of times u charge,Yes,Only non-electric or hybrid car(s),Never,Daily,Once in a while,Usually,Rarely,Male,"",25-34,4 year degree,Employed full time,Chesterfield- Virginia,An interesting survey,Type A would be much better,It was good advice but wasn't that specific but all the same it helped
5,R_3e4FXHSTugWQgU0,0,2,1,1.5,5.5,Extremely difficult,"Carefully considered the travel time and traffic for the next stops and thought about how to minimize the time taken without running out of charge,Minimized the number of times I recharged by combining the travel time and traffic of multiple road segments,Charged more than necessary since it’s difficult to anticipate all the exits","",Yes,Slightly negative,"",Did not follow the advice at all or only rarely,30 minute charging start up cost,This is NOTHING like a real EV don't try to use your experience,Yes,Both non-electric or hybrid and fully electric cars,Never,2-3 times a week,Once in a while,Usually,About half the time,Female,"",45-54,Master's,Unemployed not looking for work,"Johnson City, TN","This is so unrealistic, its almost as if it was designed to make people think EV's are undriveable.  Overnight charging on a L2 means the car should be at 100% before a big trip. and L3 DC stations charge even the biggest batteries to 80% in ~45 minutes",Type A would be much better,A lot of charge just enough which didn't make sense with 30 minute charging startup
5,R_5elioLk467s32aB,0,2,1,2.1,6.1,Moderately difficult,Tried to charge just enough for the next stop to aim for faster charging,"",Yes,Extremely positive,"",Always followed the AI advice closely,I chose the AI advice because I was confident that it knew better than me in this scenario.,You could provide actual charging numbers instead.,Yes,Only non-electric or hybrid car(s),Once in a while,Daily,Once in a while,About half the time,Rarely,Female,"",25-34,Master's,Unemployed not looking for work,"Clover, SC","",Type A would be moderately better,The advice was extremely helpful and helped me to plan my strategy for future rounds.
5,R_6gcmcXP2urAu3PQ,0,1,2,4.4,8.4,Moderately easy,"Carefully considered the travel time and traffic for the next stops and thought about how to minimize the time taken without running out of charge,Minimized the number of times I recharged by combining the travel time and traffic of multiple road segments,Tried to charge just enough for the next stop to aim for faster charging","",No,Did not notice the advice,"",Did not follow the advice at all or only rarely,I did not notice the advice,I didn't see what was shown but the best advice is summed up by the first three options in the earlier question on what strategy was used,Yes,No,Once in a while,Once in a while,Once in a while,Rarely,Rarely,Male,"",18-24,Master's,Employed full time,"El Paso, Texas","",Type B would be much better,I didn't notice the advice.
5,R_62r8SiOZWbG0ltl,1,2,1,1.9,5.9,Slightly difficult,Minimized the number of times I recharged by combining the travel time and traffic of multiple road segments,"",Yes,Moderately positive,Slightly positive,Generally followed the advice but deviated sometimes when I thought I had a better strategy,I needed more tactics to my strategies.,I calculated for next two stops to know how much to charge.,Yes,Only non-electric or hybrid car(s),Once in a while,4-6 times a week,Once in a while,Rarely,Rarely,Female,"",55-64,Master's,Employed full time,Arizona/Tucson,None,Type B would be slightly better,It's helpful
5,R_3xiUp56K8zxftg5,1,2,2,0.3,4.3,Moderately difficult,"Carefully considered the travel time and traffic for the next stops and thought about how to minimize the time taken without running out of charge,Minimized the number of times I recharged by combining the travel time and traffic of multiple road segments,Tried to charge just enough for the next stop to aim for faster charging","",Yes,Slightly positive,Slightly positive,Did not follow the advice at all or only rarely,i believe in my strategy,"make sure to charge more then enough, the maximum traffic time might come to effect",Yes,Only non-electric or hybrid car(s),Once a week,4-6 times a week,Once in a while,Usually,Usually,Male,"",25-34,Master's,Employed full time,New jersey,"",Type A would be moderately better,"it was a bit helpful, even though i did not use it"
5,R_5Bx4P0f2B5NXAAj,1,3,2,1.2,5.2,Extremely difficult,"Minimized the number of times I recharged by combining the travel time and traffic of multiple road segments,Charged more than necessary since it’s difficult to anticipate all the exits","",Yes,Extremely positive,Moderately positive,Always followed the AI advice closely,I used the advice that was provided,"Have none actually, others should use their head like I did with mine",Yes,Both non-electric or hybrid and fully electric cars,Never,4-6 times a week,Once in a while,About half the time,About half the time,Female,"",65 and over,Master's,Retired,Pennsylvania Pittsburgh,"",Type A would be much better,I received advice on the estimated amount of charge that was sufficient to scale through the level
5,R_6OKFUE2hJcE127v,0,1,1,1.3,5.3,Slightly difficult,"Carefully considered the travel time and traffic for the next stops and thought about how to minimize the time taken without running out of charge,Minimized the number of times I recharged by combining the travel time and traffic of multiple road segments","",Yes,Moderately positive,"",Generally followed the advice but deviated sometimes when I thought I had a better strategy,n/a,Charge sufficiently to cover trips.,Yes,Only non-electric or hybrid car(s),Once in a while,4-6 times a week,Once in a while,Rarely,About half the time,Female,"",35-44,4 year degree,Employed full time,"Harrisburg, PA",n/a,Type B would be moderately better,The advice provided best times to charge.
5,R_71dgFz6PlZYF1D4,0,3,2,1,5,Slightly difficult,"Carefully considered the travel time and traffic for the next stops and thought about how to minimize the time taken without running out of charge,Tried to charge just enough for the next stop to aim for faster charging","",Yes,Moderately positive,"",Generally followed the advice but deviated sometimes when I thought I had a better strategy,I had a better strategy,charge the amount they needed for the trip and add extra 5,Yes,Only non-electric or hybrid car(s),Once a week,4-6 times a week,Once in a while,Usually,Usually,Male,"",25-34,Master's,Employed full time,Ashburn,"",Type A would be moderately better,"i followed the advice just that I reduced the amount a bit, but it was helpful tho"
5,R_1uJ4jkF3LDzH3n3,0,3,1,0.7,4.7,Neither easy nor difficult,"Tried to charge just enough for the next stop to aim for faster charging,Charged more than necessary since it’s difficult to anticipate all the exits","",Yes,Slightly positive,"",Generally followed the advice but deviated sometimes when I thought I had a better strategy,i corporate,i think your help should start rom the beginning,Yes,Only non-electric or hybrid car(s),Once in a while,Daily,Once in a while,Usually,Rarely,Female,"",35-44,Doctorate,Employed full time,florida,thank you too,Type A would be moderately better,i was advised to put a particular percentage
5,R_7P6tc0t7nbZNydQ,1,3,2,2.1,6.1,Slightly easy,"Carefully considered the travel time and traffic for the next stops and thought about how to minimize the time taken without running out of charge,Minimized the number of times I recharged by combining the travel time and traffic of multiple road segments,Tried to charge just enough for the next stop to aim for faster charging","",Yes,Extremely positive,Extremely positive,Always followed the AI advice closely,the rationale provided by AI was very logical and applicable,I believe the tips displayed in the round of games is good enough. it contains just the right amount of information needed.,Yes,Only non-electric or hybrid car(s),Never,Daily,Once in a while,Usually,Rarely,Male,"",25-34,Master's,Employed full time,new york,I enjoyed the game,Type B would be much better,I got advice on how I could properly utilize my charging times
5,R_1KkaDs8W86RU8uo,1,1,2,3.9,7.9,Slightly difficult,"Carefully considered the travel time and traffic for the next stops and thought about how to minimize the time taken without running out of charge,Minimized the number of times I recharged by combining the travel time and traffic of multiple road segments","",Yes,Extremely positive,Extremely positive,Always followed the AI advice closely,"Charging is faster when the battery is low and slower when it’s high. By waiting until my battery is lower, i can take advantage of faster charging times. Also, Planning my recharges to cover multiple stops can help me maintain a smoother and more continuous journey, avoiding frequent interruptions.","Charging is faster when the battery is low and slower when it's high. By waiting until your battery is lower, you can benefit from quicker charging times. Running out of charge on the road triggers an emergency service that costs an extra 300 minutes. And also ensure you have enough charge for both the current and next stop which reduces the risk of depleting your battery mid-route. Planning your recharges to cover multiple stops helps maintain a smoother and more continuous journey, avoiding frequent interruptions.",Yes,Only non-electric or hybrid car(s),Never,4-6 times a week,Once in a while,About half the time,Rarely,Female,"",45-54,Master's,Employed full time,"Washington, Seattle",No comment,Type B would be much better,"I was advised to avoid recharging if I have enough charge to reach the next stop. Instead, I should recharge if adding less than 50% charge will be sufficient to cover both the current and the next stop."
5,R_5dc5keIJG00kOZZ,0,3,2,2.6,6.6,Neither easy nor difficult,"Carefully considered the travel time and traffic for the next stops and thought about how to minimize the time taken without running out of charge,Minimized the number of times I recharged by combining the travel time and traffic of multiple road segments","",Yes,Extremely positive,"",Always followed the AI advice closely,i trusted the strategy,"do not over charge your car, charge to the required minutes to reach a stop",Yes,Only non-electric or hybrid car(s),Never,Daily,Once in a while,Usually,About half the time,Male,"",45-54,4 year degree,Employed full time,California,"",Type A would be much better,you gave an advice on the level i should charge my car to in order to complete the race
5,R_5C20drTA5jMx9rb,1,1,1,0.8,4.8,Moderately difficult,Charged more than necessary since it’s difficult to anticipate all the exits,"",Yes,Moderately positive,Moderately positive,Generally followed the advice but deviated sometimes when I thought I had a better strategy,I figured it understood the objective better than me.,make sure that you take into account the extra 30 min that just pulling over to charge takes.,Yes,No,Never,4-6 times a week,Once in a while,Always,Rarely,Male,"",25-34,4 year degree,Unemployed looking for work,"Los Angeles, CA",I really enjoyed the game once I got the hang of it.,Type B would be slightly better,Basically to charge more than I needed so I would minimize the amount of times I had to stop.
5,R_6mCCwZXCU8rftN7,1,3,1,2.7,6.7,Slightly difficult,"Carefully considered the travel time and traffic for the next stops and thought about how to minimize the time taken without running out of charge,Tried to charge just enough for the next stop to aim for faster charging","",Yes,Extremely positive,Extremely positive,Always followed the AI advice closely,The rationale always made sense to me and showed me how I should be thinking about decisions and framing my thought process.,Try and make as few stops as you can.,Yes,Both non-electric or hybrid and fully electric cars,Never,Daily,Once in a while,About half the time,Never,Female,"",18-24,Some college,Employed full time,"Allen, TX","",Type B would be moderately better,The advice told me the recommended charge and why.
6,R_3aCKiVBy49VT8Mp,1,3,2,1.15,5.15,Extremely difficult,"Minimized the number of times I recharged by combining the travel time and traffic of multiple road segments,Charged more than necessary since it’s difficult to anticipate all the exits","",Yes,Extremely positive,Extremely positive,Generally followed the advice but deviated sometimes when I thought I had a better strategy,"I didn't know if I could trust the advice completely. Meaning, I wasn't sure if it was a trick. So, I added a little bit of charging time - over and above - the advice time. If I had listened 100% to the advice, maybe I would have won more. So, that's on me for not listening 100%, although, I just could not push myself to t rust it fully. Adding a little more time felt more comfortable to me both times, but then, of course, I felt foolish for not trusting the advice more (both times!) when I saw that it was trustworthy.",Charge just enough (and a tiny bit over...TINY!) to move forward. Do NOT do what I did and max charge repeatedly. This was my fault.,Yes,Only non-electric or hybrid car(s),Never,2-3 times a week,Once in a while,About half the time,Rarely,Female,"",55-64,4 year degree,Employed full time,"Austin, Texas",Thank you for the study. That was much harder than I thought. :(,Type B would be much better,"This is a really tricky question because I was super focused on what the advice said to do, but I was never told to *memorize* what the advice said. That's a bit too much for my brain while actually doing it. :(  In any case, I was told to charge for amounts that were much less than I had previously been doing on my own (with no advice).  Each amount I was given helped me very well, and in the end, I was able to win a little bonus money thanks to the advice."
6,R_1BzmmTcPHDzN1eT,1,2,2,2.75,6.75,Slightly difficult,"Carefully considered the travel time and traffic for the next stops and thought about how to minimize the time taken without running out of charge,Minimized the number of times I recharged by combining the travel time and traffic of multiple road segments,Tried to charge just enough for the next stop to aim for faster charging","",Yes,Moderately positive,Extremely positive,Generally followed the advice but deviated sometimes when I thought I had a better strategy,"It worked out very well the first round, so I followed the advice the rest of the game","I would say following the advice given is the best - If the next twostops added up to less than 100 percent of your allotted time, then bundle two stops in one charge, otherwise, go charge for each stop, charging just enough to get there, considering worst-case traffic",Yes,Only non-electric or hybrid car(s),Once in a while,4-6 times a week,Once in a while,Usually,Rarely,Female,"",25-34,4 year degree,Employed part time,"Cordell, Oklahoma","",Type B would be much better,"If the next twostops added up to less than 100 percent of your allotted time, then bundle two stops in one charge, otherwise, go charge for each stop, charging just enough to get there, considering worst-case traffic"
6,R_117uzXL9d9TH43S,1,3,2,3.3,7.3,Slightly difficult,"Carefully considered the travel time and traffic for the next stops and thought about how to minimize the time taken without running out of charge,Tried to charge just enough for the next stop to aim for faster charging","",Yes,Moderately positive,Extremely positive,Always followed the AI advice closely,I saw that it worked better than the rounds where I didn't have or use the advice (better score using the advice).,"The advice for short trips to focus on smaller/shorter charging times is useful and leads to efficient times, but on longer trips, it's only decent with the results. ",Yes,Only non-electric or hybrid car(s),Never,4-6 times a week,Once in a while,About half the time,Rarely,Male,"",35-44,4 year degree,Employed full time,"Charlotte, NC","",Type A would be slightly better,The advice told me to charge up when the time/distance added up to 50 or less because the charge time was faster for that amount.
6,R_6gSksQwk7no848A,1,2,1,1.75,5.75,Moderately difficult,"Carefully considered the travel time and traffic for the next stops and thought about how to minimize the time taken without running out of charge,Tried to charge just enough for the next stop to aim for faster charging","",Yes,Extremely positive,Extremely positive,Always followed the AI advice closely,"Noticing how badly I was doing at first, taking too much time per round, I soon realized that my strategy was not saving time or practical to keep continuing.","You should only charge just enough to get you to the next stop considering the maximum travel time. Also if you have enough leftover to make it to the next stop, then you should skip that stop.",Yes,No,Never,Once in a while,Once a month,Rarely,About half the time,Female,"",35-44,Some college,Employed part time,"Houston, Texas",No,Type B would be much better,The advice I recieved was very logical and helped me tremendously as I was doing the exact opposite at first and made zero bonus twice in a row. I only used as much gas as needed without running out following the advice given to me.
6,R_17E2xmDH6QzT9uN,0,1,2,0,4,Extremely difficult,Charged more than necessary since it’s difficult to anticipate all the exits,"",Yes,Extremely positive,"",Always followed the AI advice closely,I struggled so decided to listen but still failed.,I'm not sure because I didn't pass on anything,Yes,Only non-electric or hybrid car(s),Never,Once a week,Once in a while,Rarely,Rarely,Female,"",25-34,Some college,Employed full time,chicago,"",Type A would be much better,You told me to charge and advised when not to charge
6,R_3VfolMCe4O7UrYy,0,3,1,2.45,6.45,Slightly easy,"Carefully considered the travel time and traffic for the next stops and thought about how to minimize the time taken without running out of charge,Tried to charge just enough for the next stop to aim for faster charging,Charged more than necessary since it’s difficult to anticipate all the exits","",Yes,Extremely positive,"",Always followed the AI advice closely,I figured it can't hurt,Basic math and overestimate,Yes,Only non-electric or hybrid car(s),Never,Daily,Once in a while,Always,Rarely,Female,"",25-34,4 year degree,Employed full time,"New Orleans, LA","",Both would be equally good,Advice for how much to charge
6,R_7X7puwVte94CGOR,0,2,1,2.1,6.1,Slightly difficult,"Carefully considered the travel time and traffic for the next stops and thought about how to minimize the time taken without running out of charge,Minimized the number of times I recharged by combining the travel time and traffic of multiple road segments","",Yes,Extremely positive,"",Generally followed the advice but deviated sometimes when I thought I had a better strategy,I thought maybe it would have a better strategy than me since I wasn't doing so well in the beginning.,You should charge enough for the next two stops.,Yes,Only non-electric or hybrid car(s),Once in a while,Daily,Once in a while,Always,Rarely,Female,"",18-24,4 year degree,Student,"La Jolla, CA","",Type A would be moderately better,Advice told me to charge extra in the beginning to account for the two stops. After that it told me to charge enough for the next stop.
6,R_3LVBJuV265kS9Jn,1,1,2,2.3,6.3,Moderately difficult,"Carefully considered the travel time and traffic for the next stops and thought about how to minimize the time taken without running out of charge,Minimized the number of times I recharged by combining the travel time and traffic of multiple road segments,Tried to charge just enough for the next stop to aim for faster charging,Charged more than necessary since it’s difficult to anticipate all the exits","",Yes,Neither positive nor negative,Slightly positive,Generally followed the advice but deviated sometimes when I thought I had a better strategy,It was when I wasn't sure it was any different or better than a different strategy that I was already employing.,"Always charge to just one above the longest travel time as apparently if you're at zero even at the end, you'll get a 300 minute penalty. Always better to be safe than waste 300 minutes.",Yes,Both non-electric or hybrid and fully electric cars,Never,Daily,Once in a while,About half the time,Rarely,Female,"",25-34,Doctorate,Employed full time,"PII, Ohio",Thank you for having me! That was an interesting game and I hope my input helped!,Type B would be much better,"Sometimes it recommended that I charge only for one stop and others it said to charge for multiple stops. And, at the end, it almost always said not to charge."
6,R_3LMAflgFBbtI8cO,0,1,2,3.35,7.35,Slightly difficult,Minimized the number of times I recharged by combining the travel time and traffic of multiple road segments,"",Yes,Moderately positive,"",Always followed the AI advice closely,The advice was what I intended to do if the advice had not been given.,Look at multiple segments to determine .best recharging strategy,Yes,Only non-electric or hybrid car(s),Never,Daily,Once in a while,Rarely,Rarely,Male,"",55-64,Master's,Employed full time,Rochester New York,"",Type A would be much better,Advised if I should charge and how much before next segment or continue on without charging.
6,R_6k1veWIlktIE9oW,1,2,1,0.95,4.95,Neither easy nor difficult,"Carefully considered the travel time and traffic for the next stops and thought about how to minimize the time taken without running out of charge,Minimized the number of times I recharged by combining the travel time and traffic of multiple road segments,Charged more than necessary since it’s difficult to anticipate all the exits","",Yes,Moderately positive,Moderately positive,Always followed the AI advice closely,The advice was logical and made the most sense to use it.,The penalty of running out of charge is significant so make so you have a enough to cover each stop,Yes,Only non-electric or hybrid car(s),Once in a while,Once a week,Once in a while,About half the time,Usually,Male,"",35-44,4 year degree,Employed full time,San Antonio Texas,"",Type A would be slightly better,I received advice to charge or not based on specific factors that affected the route
6,R_3kjp21hwGgc1xZc,1,3,1,3.4,7.4,Neither easy nor difficult,"Carefully considered the travel time and traffic for the next stops and thought about how to minimize the time taken without running out of charge,Minimized the number of times I recharged by combining the travel time and traffic of multiple road segments,Tried to charge just enough for the next stop to aim for faster charging","",Yes,Extremely positive,Extremely positive,Always followed the AI advice closely,I chose to incorporate the advice because the rationale and the logic behind it was sound after giving it due consideration and thought.,"If two consecutive trips are relatively short, even with traffic considered, prepare to charge just enough to make it through those stops beforehand.",Yes,Only non-electric or hybrid car(s),Once in a while,4-6 times a week,Once in a while,About half the time,Rarely,Male,"",25-34,4 year degree,Employed full time,"Los Angeles, California","",Type A would be moderately better,The advice consisted of informing me when to charge and how much to charge at each stop. There was also a rationale provided for the basis of the advice given.
